student_id,major_category,year_of_study,pre_semester_gpa,weekly_genai_hours,primary_use_case,prompt_engineering_skill,tool_diversity,paid_subscription,traditional_study_hours,perceived_ai_dependency,institutional_policy,anxiety_level_during_exams,post_semester_gpa,skill_retention_score,burnout_risk_level,gpa_change,genai_hours_band,dependency_band,anxiety_band,total_study_hours,ai_to_traditional_study_ratio
100139,Humanities,Senior,3.706,4.18,Direct_Answer_Generation,Intermediate,1,Yes,5.38,1,Allowed_With_Citation,3,3.881,59.74,Medium,0.175,>2–5,1–2 Low,3–4,9.56,0.777
100140,Medical,Graduate,3.393,1.9,Ideation,Beginner,2,No,9.32,3,Allowed_With_Citation,2,3.384,64.37,Low,-0.009,0–2,3–4 Moderate,1–2,11.22,0.204
100141,Medical,Senior,2.443,20.69,Ideation,Beginner,2,No,1.95,4,Allowed_With_Citation,7,2.674,79.7,High,0.231,>20,3–4 Moderate,7–8,22.64,10.61
100142,STEM,Junior,2.407,25.2,Debugging/Troubleshooting,Advanced,4,Yes,10.34,4,Allowed_With_Citation,4,2.794,69.1,High,0.387,>20,3–4 Moderate,3–4,35.54,2.437
100143,Humanities,Sophomore,3.43,10.37,Copywriting/Drafting,Advanced,4,Yes,16.72,4,Actively_Encouraged,1,3.641,78.81,Medium,0.211,>10–20,3–4 Moderate,1–2,27.09,0.62
100144,Humanities,Sophomore,3.668,16.61,Summarizing_Reading,Beginner,3,No,6.92,5,Allowed_With_Citation,7,3.645,76.77,High,-0.023,>10–20,5–6 Elevated,7–8,23.53,2.4
100145,STEM,Junior,3.691,22.04,Summarizing_Reading,Intermediate,1,Yes,1.0,6,Allowed_With_Citation,9,3.877,72.99,Low,0.186,>20,5–6 Elevated,9–10,23.04,22.04
100146,STEM,Sophomore,2.425,9.16,Ideation,Advanced,3,No,18.86,5,Actively_Encouraged,4,2.992,90.32,High,0.567,>5–10,5–6 Elevated,3–4,28.02,0.486
100147,Business,Sophomore,3.087,25.66,Ideation,Intermediate,1,No,1.0,5,Allowed_With_Citation,4,3.103,79.98,High,0.016,>20,5–6 Elevated,3–4,26.66,25.66
100148,Business,Junior,2.107,6.05,Ideation,Beginner,2,Yes,6.14,1,Actively_Encouraged,1,2.313,76.11,Low,0.206,>5–10,1–2 Low,1–2,12.19,0.985
100149,STEM,Sophomore,3.221,40.0,Debugging/Troubleshooting,Beginner,3,Yes,4.54,6,Allowed_With_Citation,5,3.347,57.02,High,0.126,>20,5–6 Elevated,5–6,44.54,8.811
100150,STEM,Freshman,3.641,35.18,Debugging/Troubleshooting,Advanced,4,Yes,7.77,8,Actively_Encouraged,6,3.84,51.53,High,0.199,>20,7–8 High,5–6,42.95,4.528
100151,Medical,Freshman,3.85,20.4,Copywriting/Drafting,Beginner,1,No,16.51,6,Actively_Encouraged,6,4.0,100.0,Medium,0.15,>20,5–6 Elevated,5–6,36.91,1.236
100152,STEM,Sophomore,2.784,4.43,Copywriting/Drafting,Intermediate,5,Yes,17.4,4,Allowed_With_Citation,3,3.092,82.92,Low,0.308,>2–5,3–4 Moderate,3–4,21.83,0.255
100153,STEM,Junior,2.871,4.13,Summarizing_Reading,Advanced,4,No,10.31,1,Allowed_With_Citation,4,2.848,85.82,Medium,-0.023,>2–5,1–2 Low,3–4,14.44,0.401
100154,Humanities,Sophomore,3.518,4.01,Ideation,Intermediate,3,Yes,18.42,1,Allowed_With_Citation,3,3.728,88.31,Low,0.21,>2–5,1–2 Low,3–4,22.43,0.218
100155,Medical,Freshman,3.661,1.52,Summarizing_Reading,Intermediate,3,No,8.0,3,Strict_Ban,2,3.851,48.59,Medium,0.19,0–2,3–4 Moderate,1–2,9.52,0.19
100156,STEM,Sophomore,3.441,1.35,Copywriting/Drafting,Advanced,3,No,20.18,3,Actively_Encouraged,4,3.745,72.69,Medium,0.304,0–2,3–4 Moderate,3–4,21.53,0.067
100157,Business,Freshman,2.323,9.72,Summarizing_Reading,Beginner,3,No,10.26,6,Allowed_With_Citation,7,2.537,73.34,High,0.214,>5–10,5–6 Elevated,7–8,19.98,0.947
100158,Arts,Graduate,3.033,3.86,Copywriting/Drafting,Beginner,3,Yes,6.6,5,Actively_Encouraged,5,3.487,71.38,High,0.454,>2–5,5–6 Elevated,5–6,10.46,0.585
100159,STEM,Sophomore,2.148,10.2,Direct_Answer_Generation,Beginner,2,Yes,6.81,4,Strict_Ban,4,2.536,81.38,High,0.388,>10–20,3–4 Moderate,3–4,17.01,1.498
100160,Business,Freshman,3.491,2.92,Ideation,Intermediate,3,Yes,13.33,4,Actively_Encouraged,9,3.739,77.34,Medium,0.248,>2–5,3–4 Moderate,9–10,16.25,0.219
100161,Humanities,Senior,3.564,2.76,Copywriting/Drafting,Beginner,3,No,21.05,1,Actively_Encouraged,5,4.0,66.33,Low,0.436,>2–5,1–2 Low,5–6,23.81,0.131
100162,Business,Sophomore,3.518,9.49,Summarizing_Reading,Beginner,2,No,7.24,5,Strict_Ban,5,3.553,76.08,Low,0.035,>5–10,5–6 Elevated,5–6,16.73,1.311
100163,Business,Junior,3.34,2.62,Debugging/Troubleshooting,Beginner,1,No,18.85,3,Allowed_With_Citation,2,3.728,81.7,High,0.388,>2–5,3–4 Moderate,1–2,21.47,0.139
100164,Business,Freshman,3.565,1.41,Ideation,Intermediate,2,No,15.13,4,Allowed_With_Citation,5,3.905,80.89,Low,0.34,0–2,3–4 Moderate,5–6,16.54,0.093
100165,STEM,Graduate,2.309,27.25,Debugging/Troubleshooting,Beginner,3,Yes,12.13,6,Allowed_With_Citation,5,2.606,70.82,High,0.297,>20,5–6 Elevated,5–6,39.38,2.246
100166,Arts,Graduate,3.365,9.67,Ideation,Beginner,2,No,7.94,3,Actively_Encouraged,5,3.286,66.16,High,-0.079,>5–10,3–4 Moderate,5–6,17.61,1.218
100167,Humanities,Senior,3.257,1.18,Summarizing_Reading,Beginner,1,No,16.79,1,Strict_Ban,2,3.809,81.93,High,0.552,0–2,1–2 Low,1–2,17.97,0.07
100168,STEM,Senior,2.258,2.67,Debugging/Troubleshooting,Intermediate,1,No,6.45,3,Allowed_With_Citation,1,2.326,82.16,Low,0.068,>2–5,3–4 Moderate,1–2,9.12,0.414
100169,STEM,Junior,2.086,4.31,Debugging/Troubleshooting,Intermediate,2,No,5.11,2,Strict_Ban,5,2.38,51.4,Medium,0.294,>2–5,1–2 Low,5–6,9.42,0.843
100170,Business,Graduate,2.331,5.54,Summarizing_Reading,Intermediate,2,Yes,11.0,3,Strict_Ban,4,2.493,83.54,High,0.162,>5–10,3–4 Moderate,3–4,16.54,0.504
100171,Business,Junior,1.737,0.78,Ideation,Advanced,4,Yes,15.51,5,Allowed_With_Citation,5,2.001,82.74,Low,0.264,0–2,5–6 Elevated,5–6,16.29,0.05
100172,STEM,Sophomore,3.3,2.54,Ideation,Intermediate,1,No,9.31,4,Allowed_With_Citation,7,3.386,80.69,Medium,0.086,>2–5,3–4 Moderate,7–8,11.85,0.273
100173,Business,Freshman,2.624,0.11,Summarizing_Reading,Advanced,3,No,10.56,3,Allowed_With_Citation,7,2.737,71.53,Medium,0.113,0–2,3–4 Moderate,7–8,10.67,0.01
100174,STEM,Freshman,3.478,9.82,Copywriting/Drafting,Beginner,2,No,1.21,3,Allowed_With_Citation,6,3.476,41.99,Low,-0.002,>5–10,3–4 Moderate,5–6,11.03,8.116
100175,Business,Junior,2.121,14.99,Direct_Answer_Generation,Intermediate,2,No,14.5,6,Actively_Encouraged,3,2.264,65.19,Medium,0.143,>10–20,5–6 Elevated,3–4,29.49,1.034
100176,STEM,Sophomore,3.174,2.13,Debugging/Troubleshooting,Beginner,2,No,18.79,5,Actively_Encouraged,8,3.084,69.25,High,-0.09,>2–5,5–6 Elevated,7–8,20.92,0.113
100177,Business,Senior,3.349,18.12,Ideation,Advanced,4,No,6.81,6,Allowed_With_Citation,5,3.457,87.34,High,0.108,>10–20,5–6 Elevated,5–6,24.93,2.661
100178,Humanities,Sophomore,2.576,3.46,Summarizing_Reading,Beginner,3,Yes,18.16,3,Allowed_With_Citation,4,2.835,73.45,Low,0.259,>2–5,3–4 Moderate,3–4,21.62,0.191
100179,Medical,Graduate,3.66,2.94,Copywriting/Drafting,Beginner,1,Yes,12.84,3,Strict_Ban,5,3.961,59.54,Low,0.301,>2–5,3–4 Moderate,5–6,15.78,0.229
100180,STEM,Junior,2.866,2.7,Debugging/Troubleshooting,Advanced,5,No,10.94,2,Actively_Encouraged,2,3.515,66.28,Low,0.649,>2–5,1–2 Low,1–2,13.64,0.247
100181,Humanities,Junior,2.129,26.24,Copywriting/Drafting,Advanced,5,Yes,7.7,7,Strict_Ban,9,2.284,82.23,High,0.155,>20,7–8 High,9–10,33.94,3.408
100182,STEM,Junior,3.676,3.1,Debugging/Troubleshooting,Beginner,1,Yes,17.08,4,Strict_Ban,1,3.814,57.65,Low,0.138,>2–5,3–4 Moderate,1–2,20.18,0.181
100183,Medical,Graduate,3.443,3.49,Ideation,Advanced,3,Yes,10.52,2,Actively_Encouraged,3,3.805,90.63,High,0.362,>2–5,1–2 Low,3–4,14.01,0.332
100184,Medical,Freshman,3.295,0.75,Summarizing_Reading,Beginner,2,No,18.67,1,Allowed_With_Citation,5,3.413,64.58,Low,0.118,0–2,1–2 Low,5–6,19.42,0.04
100185,STEM,Freshman,3.022,37.66,Copywriting/Drafting,Intermediate,3,Yes,7.47,6,Allowed_With_Citation,7,3.26,55.99,Medium,0.238,>20,5–6 Elevated,7–8,45.13,5.041
100186,Business,Senior,3.43,0.36,Debugging/Troubleshooting,Beginner,2,No,12.55,4,Allowed_With_Citation,1,3.995,90.27,Low,0.565,0–2,3–4 Moderate,1–2,12.91,0.029
100187,Arts,Senior,2.82,3.33,Copywriting/Drafting,Intermediate,3,No,12.62,2,Allowed_With_Citation,1,3.102,61.83,Low,0.282,>2–5,1–2 Low,1–2,15.95,0.264
100188,Business,Junior,3.396,1.87,Copywriting/Drafting,Intermediate,3,No,3.97,2,Actively_Encouraged,1,3.49,55.3,Medium,0.094,0–2,1–2 Low,1–2,5.84,0.471
100189,Business,Sophomore,3.326,3.23,Ideation,Beginner,2,No,15.68,1,Allowed_With_Citation,4,3.592,62.61,Medium,0.266,>2–5,1–2 Low,3–4,18.91,0.206
100190,STEM,Sophomore,3.414,1.7,Copywriting/Drafting,Intermediate,4,No,10.47,3,Allowed_With_Citation,8,3.882,89.38,Low,0.468,0–2,3–4 Moderate,7–8,12.17,0.162
100191,STEM,Sophomore,3.05,3.49,Summarizing_Reading,Intermediate,2,No,3.56,2,Actively_Encouraged,1,2.981,92.74,Low,-0.069,>2–5,1–2 Low,1–2,7.05,0.98
100192,Medical,Graduate,3.668,3.05,Summarizing_Reading,Intermediate,2,No,5.0,4,Actively_Encouraged,9,4.0,96.43,High,0.332,>2–5,3–4 Moderate,9–10,8.05,0.61
100193,Medical,Sophomore,3.282,2.41,Direct_Answer_Generation,Beginner,2,No,12.17,3,Allowed_With_Citation,1,3.661,100.0,Low,0.379,>2–5,3–4 Moderate,1–2,14.58,0.198
100194,Business,Senior,3.295,7.69,Copywriting/Drafting,Advanced,5,No,16.64,1,Allowed_With_Citation,2,3.857,95.01,Low,0.562,>5–10,1–2 Low,1–2,24.33,0.462
100195,Humanities,Senior,2.228,3.64,Ideation,Beginner,3,No,2.4,1,Allowed_With_Citation,5,2.429,72.68,Medium,0.201,>2–5,1–2 Low,5–6,6.04,1.517
100196,Humanities,Freshman,3.781,2.11,Copywriting/Drafting,Intermediate,2,No,18.87,2,Actively_Encouraged,3,3.95,87.3,Medium,0.169,>2–5,1–2 Low,3–4,20.98,0.112
100197,Business,Freshman,3.861,6.34,Direct_Answer_Generation,Beginner,2,No,11.62,3,Allowed_With_Citation,6,3.797,55.28,Low,-0.064,>5–10,3–4 Moderate,5–6,17.96,0.546
100198,Medical,Sophomore,2.816,2.64,Direct_Answer_Generation,Intermediate,1,No,13.48,1,Allowed_With_Citation,6,2.921,76.6,Low,0.105,>2–5,1–2 Low,5–6,16.12,0.196
100199,Medical,Senior,1.691,8.1,Summarizing_Reading,Beginner,3,No,9.79,4,Allowed_With_Citation,3,1.86,58.58,Medium,0.169,>5–10,3–4 Moderate,3–4,17.89,0.827
100200,Arts,Sophomore,2.874,14.28,Direct_Answer_Generation,Advanced,3,No,13.68,6,Strict_Ban,5,3.035,87.08,High,0.161,>10–20,5–6 Elevated,5–6,27.96,1.044
100201,Business,Freshman,3.337,17.53,Copywriting/Drafting,Beginner,2,Yes,13.95,6,Strict_Ban,10,3.714,53.77,Medium,0.377,>10–20,5–6 Elevated,9–10,31.48,1.257
100202,STEM,Sophomore,2.773,1.76,Summarizing_Reading,Advanced,3,Yes,18.52,2,Actively_Encouraged,2,3.061,68.03,Low,0.288,0–2,1–2 Low,1–2,20.28,0.095
100203,STEM,Freshman,3.548,0.87,Debugging/Troubleshooting,Intermediate,5,Yes,12.01,4,Strict_Ban,7,3.673,72.33,Medium,0.125,0–2,3–4 Moderate,7–8,12.88,0.072
100204,Medical,Freshman,2.053,10.51,Direct_Answer_Generation,Beginner,3,No,11.46,4,Allowed_With_Citation,6,2.172,73.12,Low,0.119,>10–20,3–4 Moderate,5–6,21.97,0.917
100205,Business,Sophomore,3.357,21.32,Debugging/Troubleshooting,Beginner,2,Yes,14.42,6,Allowed_With_Citation,6,3.824,64.84,Medium,0.467,>20,5–6 Elevated,5–6,35.74,1.479
100206,STEM,Freshman,3.219,8.15,Debugging/Troubleshooting,Intermediate,3,Yes,17.99,4,Actively_Encouraged,6,3.384,62.0,Medium,0.165,>5–10,3–4 Moderate,5–6,26.14,0.453
100207,STEM,Senior,3.819,0.81,Debugging/Troubleshooting,Beginner,2,Yes,12.11,4,Actively_Encouraged,5,4.0,88.92,Medium,0.181,0–2,3–4 Moderate,5–6,12.92,0.067
100208,Business,Sophomore,3.166,9.73,Ideation,Beginner,1,No,11.08,4,Allowed_With_Citation,4,3.424,88.19,Low,0.258,>5–10,3–4 Moderate,3–4,20.81,0.878
100209,STEM,Senior,3.742,1.59,Direct_Answer_Generation,Beginner,2,Yes,20.06,4,Actively_Encouraged,6,4.0,57.99,Medium,0.258,0–2,3–4 Moderate,5–6,21.65,0.079
100210,STEM,Junior,2.358,6.03,Summarizing_Reading,Advanced,4,Yes,10.87,2,Allowed_With_Citation,7,2.525,73.66,Medium,0.167,>5–10,1–2 Low,7–8,16.9,0.555
100211,Business,Graduate,3.179,9.61,Debugging/Troubleshooting,Advanced,3,Yes,6.04,4,Allowed_With_Citation,7,3.448,85.19,Medium,0.269,>5–10,3–4 Moderate,7–8,15.65,1.591
100212,Business,Freshman,3.37,16.68,Summarizing_Reading,Advanced,4,Yes,13.45,5,Allowed_With_Citation,6,3.544,60.04,Medium,0.174,>10–20,5–6 Elevated,5–6,30.13,1.24
100213,Business,Freshman,2.363,6.12,Ideation,Advanced,5,Yes,11.18,6,Allowed_With_Citation,1,2.653,92.54,Low,0.29,>5–10,5–6 Elevated,1–2,17.3,0.547
100214,STEM,Graduate,3.741,4.25,Direct_Answer_Generation,Beginner,2,Yes,1.29,4,Allowed_With_Citation,7,3.903,89.03,Medium,0.162,>2–5,3–4 Moderate,7–8,5.54,3.295
100215,Business,Senior,3.815,5.75,Summarizing_Reading,Advanced,5,Yes,10.43,3,Allowed_With_Citation,6,4.0,77.85,Low,0.185,>5–10,3–4 Moderate,5–6,16.18,0.551
100216,STEM,Freshman,3.098,1.91,Debugging/Troubleshooting,Intermediate,2,Yes,3.43,4,Allowed_With_Citation,6,2.936,62.17,Low,-0.162,0–2,3–4 Moderate,5–6,5.34,0.557
100217,Humanities,Freshman,2.833,4.27,Copywriting/Drafting,Intermediate,3,No,1.0,5,Actively_Encouraged,1,2.957,77.19,High,0.124,>2–5,5–6 Elevated,1–2,5.27,4.27
100218,Business,Graduate,3.528,7.89,Ideation,Beginner,2,No,23.25,2,Strict_Ban,2,4.0,98.6,High,0.472,>5–10,1–2 Low,1–2,31.14,0.339
100219,Business,Freshman,2.684,2.69,Ideation,Beginner,1,No,14.68,2,Allowed_With_Citation,3,2.888,86.1,Low,0.204,>2–5,1–2 Low,3–4,17.37,0.183
100220,Arts,Graduate,3.212,3.85,Copywriting/Drafting,Intermediate,3,Yes,21.18,4,Actively_Encouraged,6,3.444,67.65,Low,0.232,>2–5,3–4 Moderate,5–6,25.03,0.182
100221,Business,Graduate,3.338,23.56,Ideation,Advanced,3,Yes,1.73,7,Actively_Encouraged,9,3.623,79.2,High,0.285,>20,7–8 High,9–10,25.29,13.618
100222,Business,Sophomore,3.392,0.18,Debugging/Troubleshooting,Beginner,3,No,19.52,1,Strict_Ban,1,3.568,75.24,Low,0.176,0–2,1–2 Low,1–2,19.7,0.009
100223,STEM,Senior,3.062,21.42,Summarizing_Reading,Advanced,4,No,10.64,3,Strict_Ban,4,3.035,63.98,High,-0.027,>20,3–4 Moderate,3–4,32.06,2.013
100224,Humanities,Junior,3.041,11.81,Summarizing_Reading,Beginner,3,No,16.54,2,Allowed_With_Citation,3,3.149,70.08,High,0.108,>10–20,1–2 Low,3–4,28.35,0.714
100225,STEM,Senior,3.565,4.6,Ideation,Beginner,3,No,20.32,3,Allowed_With_Citation,5,3.834,76.92,Medium,0.269,>2–5,3–4 Moderate,5–6,24.92,0.226
100226,STEM,Sophomore,3.337,3.82,Copywriting/Drafting,Beginner,3,Yes,10.28,1,Actively_Encouraged,1,3.378,90.81,Medium,0.041,>2–5,1–2 Low,1–2,14.1,0.372
100227,Medical,Freshman,1.928,9.33,Summarizing_Reading,Advanced,4,No,1.0,2,Actively_Encouraged,6,1.866,49.12,Low,-0.062,>5–10,1–2 Low,5–6,10.33,9.33
100228,Humanities,Senior,3.225,15.05,Summarizing_Reading,Beginner,3,No,4.01,5,Actively_Encouraged,7,3.354,59.27,Medium,0.129,>10–20,5–6 Elevated,7–8,19.06,3.753
100229,Medical,Freshman,3.167,0.39,Summarizing_Reading,Beginner,3,No,21.6,1,Allowed_With_Citation,3,3.643,80.69,Low,0.476,0–2,1–2 Low,3–4,21.99,0.018
100230,Business,Graduate,2.767,6.3,Ideation,Intermediate,1,No,8.96,1,Actively_Encouraged,1,3.032,65.87,Medium,0.265,>5–10,1–2 Low,1–2,15.26,0.703
100231,Arts,Sophomore,3.29,2.28,Ideation,Beginner,1,Yes,5.92,1,Allowed_With_Citation,2,3.646,81.36,Low,0.356,>2–5,1–2 Low,1–2,8.2,0.385
100232,Business,Freshman,3.653,1.27,Ideation,Intermediate,5,No,10.97,4,Allowed_With_Citation,3,3.572,72.15,High,-0.081,0–2,3–4 Moderate,3–4,12.24,0.116
100233,Business,Sophomore,3.767,5.41,Ideation,Beginner,1,No,6.16,3,Allowed_With_Citation,7,3.61,61.21,Low,-0.157,>5–10,3–4 Moderate,7–8,11.57,0.878
100234,Humanities,Graduate,3.609,0.76,Debugging/Troubleshooting,Advanced,5,No,14.74,2,Strict_Ban,1,4.0,89.33,Low,0.391,0–2,1–2 Low,1–2,15.5,0.052
100235,STEM,Sophomore,3.319,8.17,Direct_Answer_Generation,Advanced,3,No,16.89,3,Allowed_With_Citation,5,3.641,88.9,High,0.322,>5–10,3–4 Moderate,5–6,25.06,0.484
100236,Business,Graduate,3.133,0.26,Ideation,Beginner,3,Yes,17.54,1,Allowed_With_Citation,5,3.209,81.38,Medium,0.076,0–2,1–2 Low,5–6,17.8,0.015
100237,STEM,Freshman,3.291,8.76,Copywriting/Drafting,Intermediate,3,Yes,16.54,2,Strict_Ban,3,3.644,100.0,Medium,0.353,>5–10,1–2 Low,3–4,25.3,0.53
100238,STEM,Junior,3.857,3.97,Direct_Answer_Generation,Advanced,4,No,23.89,1,Allowed_With_Citation,4,4.0,100.0,Medium,0.143,>2–5,1–2 Low,3–4,27.86,0.166
100239,Business,Graduate,3.351,15.28,Ideation,Beginner,2,No,15.69,6,Actively_Encouraged,7,3.623,78.96,Medium,0.272,>10–20,5–6 Elevated,7–8,30.97,0.974
100240,STEM,Freshman,3.381,7.75,Debugging/Troubleshooting,Beginner,1,No,14.91,3,Allowed_With_Citation,4,3.474,74.92,Medium,0.093,>5–10,3–4 Moderate,3–4,22.66,0.52
100241,Medical,Sophomore,3.555,5.97,Summarizing_Reading,Beginner,1,Yes,11.13,2,Allowed_With_Citation,2,3.516,82.38,Low,-0.039,>5–10,1–2 Low,1–2,17.1,0.536
100242,Medical,Graduate,3.511,9.68,Summarizing_Reading,Beginner,2,Yes,17.3,6,Actively_Encouraged,3,3.704,86.02,High,0.193,>5–10,5–6 Elevated,3–4,26.98,0.56
100243,Medical,Junior,3.267,1.62,Summarizing_Reading,Advanced,3,No,8.63,5,Actively_Encouraged,2,3.52,73.95,Medium,0.253,0–2,5–6 Elevated,1–2,10.25,0.188
100244,Humanities,Senior,2.689,0.67,Copywriting/Drafting,Beginner,2,No,7.05,3,Strict_Ban,5,2.993,87.34,Medium,0.304,0–2,3–4 Moderate,5–6,7.72,0.095
100245,STEM,Senior,3.589,22.12,Ideation,Intermediate,2,No,10.25,7,Allowed_With_Citation,10,3.635,97.9,Medium,0.046,>20,7–8 High,9–10,32.37,2.158
100246,Medical,Junior,2.81,19.75,Direct_Answer_Generation,Beginner,2,Yes,3.18,6,Allowed_With_Citation,1,2.358,64.94,High,-0.452,>10–20,5–6 Elevated,1–2,22.93,6.211
100247,Humanities,Senior,3.495,9.09,Copywriting/Drafting,Beginner,3,Yes,13.12,2,Strict_Ban,5,3.745,72.68,High,0.25,>5–10,1–2 Low,5–6,22.21,0.693
100248,Medical,Junior,2.312,14.79,Debugging/Troubleshooting,Advanced,3,Yes,10.08,2,Allowed_With_Citation,2,2.989,100.0,Medium,0.677,>10–20,1–2 Low,1–2,24.87,1.467
100249,Medical,Senior,3.915,7.89,Summarizing_Reading,Intermediate,4,No,20.54,6,Strict_Ban,4,4.0,78.11,Medium,0.085,>5–10,5–6 Elevated,3–4,28.43,0.384
100250,Arts,Freshman,3.803,5.74,Copywriting/Drafting,Beginner,1,Yes,14.62,4,Allowed_With_Citation,3,3.803,67.41,Low,0.0,>5–10,3–4 Moderate,3–4,20.36,0.393
100251,STEM,Graduate,3.016,12.75,Ideation,Advanced,3,Yes,21.44,6,Allowed_With_Citation,3,3.507,82.28,High,0.491,>10–20,5–6 Elevated,3–4,34.19,0.595
100252,Humanities,Senior,3.332,9.12,Direct_Answer_Generation,Advanced,4,Yes,12.83,5,Allowed_With_Citation,3,3.72,83.47,Medium,0.388,>5–10,5–6 Elevated,3–4,21.95,0.711
100253,Arts,Sophomore,2.648,1.43,Copywriting/Drafting,Beginner,3,No,10.69,3,Actively_Encouraged,2,2.517,71.83,Low,-0.131,0–2,3–4 Moderate,1–2,12.12,0.134
100254,Humanities,Junior,3.878,11.89,Debugging/Troubleshooting,Intermediate,3,Yes,8.94,4,Allowed_With_Citation,3,4.0,64.07,Medium,0.122,>10–20,3–4 Moderate,3–4,20.83,1.33
100255,STEM,Sophomore,2.069,25.73,Copywriting/Drafting,Beginner,2,No,19.14,7,Allowed_With_Citation,6,2.314,59.48,High,0.245,>20,7–8 High,5–6,44.87,1.344
100256,Business,Senior,2.738,7.93,Ideation,Intermediate,2,Yes,1.7,1,Strict_Ban,1,3.103,63.11,Low,0.365,>5–10,1–2 Low,1–2,9.63,4.665
100257,Medical,Graduate,3.164,3.38,Direct_Answer_Generation,Advanced,3,Yes,12.47,1,Strict_Ban,2,3.636,81.63,High,0.472,>2–5,1–2 Low,1–2,15.85,0.271
100258,Business,Freshman,3.416,2.17,Summarizing_Reading,Advanced,3,No,17.99,1,Allowed_With_Citation,2,3.669,89.41,Low,0.253,>2–5,1–2 Low,1–2,20.16,0.121
100259,Business,Graduate,2.41,7.72,Copywriting/Drafting,Advanced,3,No,6.6,2,Allowed_With_Citation,2,2.556,76.43,High,0.146,>5–10,1–2 Low,1–2,14.32,1.17
100260,STEM,Freshman,2.637,0.74,Debugging/Troubleshooting,Advanced,3,Yes,14.56,2,Allowed_With_Citation,3,3.132,84.55,Medium,0.495,0–2,1–2 Low,3–4,15.3,0.051
100261,Business,Junior,3.244,20.81,Ideation,Advanced,3,Yes,11.55,5,Allowed_With_Citation,4,3.651,87.79,Medium,0.407,>20,5–6 Elevated,3–4,32.36,1.802
100262,Medical,Junior,3.506,5.02,Summarizing_Reading,Intermediate,2,No,10.09,1,Allowed_With_Citation,3,3.88,71.93,Low,0.374,>5–10,1–2 Low,3–4,15.11,0.498
100263,STEM,Sophomore,3.825,18.43,Debugging/Troubleshooting,Intermediate,3,Yes,7.11,3,Actively_Encouraged,3,4.0,87.29,Low,0.175,>10–20,3–4 Moderate,3–4,25.54,2.592
100264,Business,Junior,3.05,22.73,Summarizing_Reading,Beginner,3,Yes,11.01,7,Allowed_With_Citation,6,3.284,68.48,High,0.234,>20,7–8 High,5–6,33.74,2.064
100265,Medical,Senior,2.94,1.62,Summarizing_Reading,Intermediate,3,Yes,11.71,4,Strict_Ban,2,3.211,82.2,Low,0.271,0–2,3–4 Moderate,1–2,13.33,0.138
100266,Business,Sophomore,3.293,10.66,Debugging/Troubleshooting,Beginner,1,No,6.63,3,Allowed_With_Citation,2,3.37,89.83,Low,0.077,>10–20,3–4 Moderate,1–2,17.29,1.608
100267,Business,Freshman,2.912,12.22,Ideation,Intermediate,1,No,11.33,5,Allowed_With_Citation,3,2.95,65.63,Medium,0.038,>10–20,5–6 Elevated,3–4,23.55,1.079
100268,Business,Junior,3.302,23.57,Copywriting/Drafting,Intermediate,4,Yes,21.08,6,Allowed_With_Citation,7,3.567,89.24,Medium,0.265,>20,5–6 Elevated,7–8,44.65,1.118
100269,Humanities,Senior,3.472,3.46,Copywriting/Drafting,Intermediate,3,Yes,9.68,1,Actively_Encouraged,3,3.848,69.07,Medium,0.376,>2–5,1–2 Low,3–4,13.14,0.357
100270,STEM,Graduate,2.579,0.86,Ideation,Beginner,1,Yes,8.9,1,Actively_Encouraged,1,2.888,80.34,Low,0.309,0–2,1–2 Low,1–2,9.76,0.097
100271,Arts,Freshman,2.991,9.42,Copywriting/Drafting,Beginner,1,Yes,10.47,5,Actively_Encouraged,7,3.261,79.72,Low,0.27,>5–10,5–6 Elevated,7–8,19.89,0.9
100272,Arts,Graduate,2.736,1.3,Debugging/Troubleshooting,Beginner,2,Yes,12.06,5,Actively_Encouraged,4,2.995,73.16,High,0.259,0–2,5–6 Elevated,3–4,13.36,0.108
100273,Arts,Junior,3.616,3.95,Copywriting/Drafting,Beginner,2,No,1.18,3,Strict_Ban,9,3.863,62.9,High,0.247,>2–5,3–4 Moderate,9–10,5.13,3.347
100274,Medical,Sophomore,2.807,21.31,Summarizing_Reading,Beginner,3,No,10.46,8,Strict_Ban,8,2.855,53.56,Medium,0.048,>20,7–8 High,7–8,31.77,2.037
100275,Business,Graduate,3.706,0.8,Copywriting/Drafting,Intermediate,4,No,10.72,4,Actively_Encouraged,6,3.948,100.0,Low,0.242,0–2,3–4 Moderate,5–6,11.52,0.075
100276,Business,Sophomore,3.517,6.5,Summarizing_Reading,Intermediate,3,Yes,11.21,1,Allowed_With_Citation,1,3.78,72.34,High,0.263,>5–10,1–2 Low,1–2,17.71,0.58
100277,Arts,Senior,3.444,0.39,Copywriting/Drafting,Beginner,3,No,9.38,1,Allowed_With_Citation,4,3.618,68.24,High,0.174,0–2,1–2 Low,3–4,9.77,0.042
100278,Business,Senior,3.586,14.54,Ideation,Beginner,1,No,13.74,4,Strict_Ban,7,3.908,62.69,High,0.322,>10–20,3–4 Moderate,7–8,28.28,1.058
100279,Business,Junior,3.117,1.65,Copywriting/Drafting,Beginner,2,No,7.45,5,Allowed_With_Citation,1,3.292,66.31,High,0.175,0–2,5–6 Elevated,1–2,9.1,0.221
